title,description,link,duration,updated
Get to know Firebase for web,"In this codelab, you'll learn some of the basics of Firebase to create interactive web applications. You'll build an event RSVP and guestbook chat app using several Firebase products. In this codelab, you build an app using StackBlitz, an online",https://firebase.google.com/codelabs/firebase-get-to-know-web?hl=en,52 minutes,"Updated September 27, 2025"
Getting started with App Engine (Python 3),"In this tutorial, you will learn how to build a simple web app with Python on Google App Engine.",https://codelabs.developers.google.com/codelabs/cloud-app-engine-python3?hl=en,7 minutes,"Updated March 28, 2024"
Getting Started with CameraX,"This codelab introduces how to create a camera app that uses CameraX to show a viewfinder, take photos and analyze an image stream from the camera.",https://developer.android.com/codelabs/camerax-getting-started?hl=en,1 hour,"Updated January 4, 2024"
Getting started with Cloud Run functions,"In this codelab, you will learn about Google Cloud Run functions. More specifically, you will deploy functions that respond to HTTP calls, Pub/Sub messages, Cloud Storage events and Cloud Audit Logs.",https://codelabs.developers.google.com/codelabs/cloud-starting-cloudfunctions-v2?hl=en,,"Updated October 3, 2025"
Getting Started with Cloud Run functions (HTTP),Learn how to getting started with Cloud Run functions,https://codelabs.developers.google.com/codelabs/getting-started-with-cloud-run-functions-http?hl=en,,"Updated August 24, 2024"
Getting started with Cloud Run jobs,"In this codelab, you will first explore a Node.js application to take screenshots of web pages and store them to Cloud Storage. You will then build a container image for the application, run it as a job on Cloud Run, update the job to process more web pages and run the job on a schedule with Cloud Scheduler.",https://codelabs.developers.google.com/codelabs/cloud-starting-cloudrun-jobs?hl=en,25 minutes,"Updated January 24, 2026"
Getting Started with Event-driven Cloud Run functions,how to get started with event-driven Cloud Run functions,https://codelabs.developers.google.com/codelabs/getting-started-cloud-run-functions-event-driven?hl=en,,"Updated August 24, 2024"
"Getting Started with MCP, ADK and A2A","In this codelab, you’ll build an AI agent using the latest technologies, Model Context Protocol (MCP), Agent Development Kit (ADK) and the Agent2Agent (A2A) Protocol.",https://codelabs.developers.google.com/codelabs/currency-agent?hl=en,,"Updated September 10, 2025"
Getting started with Spanner Cassandra Adapter,"Spanner is a fully managed, horizontally scalable, globally distributed database service that is great for both relational and non-relational workloads. Spanner's Cassandra interface lets you take advantage of Spanner's fully managed, scalable, and",https://codelabs.developers.google.com/codelabs/spanner-cassandra-adapter-getting-started?hl=en,40 minutes,"Updated August 14, 2025"
Getting started with Spanner Graph,"In this codelab, you will create a Spanner instance and learn how to use Spanner Graph.",https://codelabs.developers.google.com/codelabs/spanner-graph-getting-started?hl=en,1 hour 23 minutes,"Updated April 23, 2025"
Getting started with Spanner Vector Search,"In this codelab, you will create a Spanner instance and perform similarity search on vector embeddings using Spanner’s built-in vector search and integration with Vertex AI models.",https://codelabs.developers.google.com/codelabs/spanner-getting-started-vector-search?hl=en,1 hour 31 minutes,"Updated March 1, 2025"
Getting Started with the Places SDK for iOS (Objective-C),"Before you begin coding, there are a few prerequisites that you'll need to set up. This tutorial uses Apple's Xcode tool, along with the Objective-C language to create a simple iOS application that runs in an emulator. You don't need a physical",https://developers.google.com/codelabs/maps-platform/location-places-ios?hl=en,,"Updated September 19, 2024"
Getting started with Vulkan on Android,"Vulkan is a high performance, modern graphic API. It provides low level accessibility to the GPU and optimizes implementation in various ways, but it is difficult to use. The alternative, OpenGL ES, was simpler but has less features and performance as it is based on legacy hardware architecture. OpenGL ES has been deprecated on most other platforms and is no longer in active development. On Android, we are planning to deprecate OpenGL ES and move to Vulkan and need to prepare developers for the transition.",https://developer.android.com/codelabs/beginning-vulkan-on-android?hl=en,59 minutes,"Updated April 1, 2024"
Getting Stylish with Gemini Code Assist,"For this codelab, two things are necessary: access to a Google Cloud project with Gemini enabled, and a web page for us to style. You can enable Gemini in a new project by clicking on the Gemini button in the top right of the Cloud Console clicking",https://codelabs.developers.google.com/codelabs/stylish-with-duet?hl=en,15 minutes,"Updated June 21, 2024"
Go on vacation with a Google Chat app,"In this code lab, you learn how to create a Google Chat",https://developers.google.com/codelabs/chat-apps-script?hl=en,10 minutes,"Updated December 11, 2025"
Google Ads with Google Analytics for Firebase custom events - Android,"Last Updated: 2020-12-14 In this codelab, You will learn how to implement events with Google Analytics for Firebase(GA4F) and launch action campaigns through Google Ads. This codelab focuses on implementing events with GA4F and importing the events",https://firebase.google.com/codelabs/firebase_android_ads?hl=en,6 minutes,"Updated October 9, 2025"
Google Cloud Functions in C#,"In this codelab, you will learn about Google Cloud Run functions in C#. More specifically, you will deploy C# functions responding to HTTP and CloudEvents from various Google Cloud sources.",https://codelabs.developers.google.com/codelabs/cloud-functions-csharp?hl=en,17 minutes,"Updated October 7, 2024"
Google Pay API for Flutter on Android,"At the completion of this codelab, you will have a minimum viable Flutter app with a working Google Pay integration for Android. This project retrieves a payment token which may be sent to a payment service provider for processing. A Google Pay",https://codelabs.developers.google.com/codelabs/pay-flutter?hl=en,17 minutes,"Updated January 22, 2026"
Google Pay API for Jetpack Compose on Android,"At the completion of this codelab, you will have a minimum viable Jetpack Compose app with a working Google Pay integration for Android. This project retrieves a payment token which may be sent to a payment service provider for processing. A Google",https://codelabs.developers.google.com/codelabs/pay-compose?hl=en,18 minutes,"Updated January 30, 2026"
Google Pay API for React Native on Android,"At the completion of this codelab, you will have a minimum viable React Native app with a working Google Pay integration for Android. This project retrieves a payment token which may be sent to a payment service provider for processing. A Google Pay",https://codelabs.developers.google.com/codelabs/pay-react-native?hl=en,18 minutes,"Updated January 22, 2026"
Google Pay API for Web 101: Basics,"At the completion of this codelab, you will have a minimum viable website with a working Google Pay integration. This project retrieves a payment token which may sent to a payment service provider for processing. A Google Pay payment request requires",https://codelabs.developers.google.com/codelabs/gpay-web-101?hl=en,21 minutes,"Updated May 21, 2025"
Google Pay API for Web 201: Advanced,"This codelab is a continuation of Google Pay API for Web 101: Basics and relies on code written in that codelab. In order to complete this codelab, be sure to complete that one first. This is a brief overview of the ButtonOptions. Consult the",https://codelabs.developers.google.com/codelabs/gpay-web-201?hl=en,22 minutes,"Updated May 21, 2025"
Gradually roll out Firebase App Check using Firebase Remote Config,You can use Firebase App Check with App Attest to protect your backend services and verify that requests to Firebase services are coming from your authentic app. It's generally recommended to onboard users gradually to the App Attest service to avoid,https://firebase.google.com/codelabs/app-attest-remote-config?hl=en,,"Updated December 3, 2025"
Handle edge-to-edge enforcements in Android 15,Learn how to handle edge-to-edge enforcements in Android 15.,https://developer.android.com/codelabs/edge-to-edge?hl=en,50 minutes,"Updated April 19, 2024"
"Hands-on with Google Apps Script: Accessing Google Sheets, Maps, and Gmail in 4 lines of code!","In this codelab, we’ll introduce you to one of the easiest ways to write code that accesses Google developer technologies. It’s all done by applying JavaScript, a mainstream web development language. Using Google Apps Script, you’ll write code to extract a street address from a cell in a Google Sheet, generate a Google Map based on the address, and then send the map as an attachment using Gmail. The best part? It will only be four lines of code.",https://codelabs.developers.google.com/codelabs/apps-script-intro?hl=en,30 minutes,"Updated May 6, 2023"
Hands-on: Create a TV guide Google Chat with Google Workspace and Dialogflow,Learn how to build a custom Dialogflow chatbot for Google Chat with dynamic card responses.,https://codelabs.developers.google.com/codelabs/dialogflow-google-chat-tvguide?hl=en,,"Updated August 6, 2024"
Hello Cloud Run with C#,"In this codelab, you’ll learn how to get started with Cloud Run by deploying and running a stateless container serverless-ly (with the infrastructure abstracted away). Cloud Run offers a fully-managed option as well as the ability to run on top of a GKE cluster.",https://codelabs.developers.google.com/codelabs/cloud-run-hello-csharp?hl=en,15 minutes,"Updated August 29, 2023"
Hello Cloud Run with Python,"In this tutorial, you’ll learn how to get started with Cloud Run by deploying and running a stateless container serverless-ly (with the infrastructure abstracted away). Cloud Run offers a fully-managed option as well as the ability to run on top of a GKE cluster.",https://codelabs.developers.google.com/codelabs/cloud-run-hello-python3?hl=en,8 minutes,"Updated March 28, 2024"
Hello Cloud Run with Python (FastAPI),"In this tutorial, you’ll learn how to get started with Cloud Run by deploying and running a “Hello World” application using FastAPI.",https://codelabs.developers.google.com/codelabs/cloud-run/cloud-run-hello-fastapi?hl=en,8 minutes,"Updated August 7, 2025"
Hello Cloud Run with Python (Gradio),"In this tutorial, you’ll learn how to get started with Cloud Run by deploying and running a “Hello World” application using Gradio.",https://codelabs.developers.google.com/codelabs/cloud-run/cloud-run-hello-gradio?hl=en,8 minutes,"Updated August 15, 2025"
Hello Cloud Run with Python (Streamlit),"In this tutorial, you’ll learn how to get started with Cloud Run by deploying and running a “Hello World” application using Streamlit.",https://codelabs.developers.google.com/codelabs/cloud-run/cloud-run-hello-streamlit?hl=en,8 minutes,"Updated August 7, 2025"
Higher-order functions with collections,Learn how to use common higher-order functions with collections in Kotlin,https://developer.android.com/codelabs/basic-android-kotlin-compose-higher-order-functions?hl=en,,"Updated September 22, 2023"
How to automatically deploy your changes from GitHub to Cloud Run using Cloud Build,How to automatically deploy your changes from GitHub to Cloud Run using Cloud Build,https://codelabs.developers.google.com/codelabs/how-to-deploy-github-cloud-run-using-cloud-build?hl=en,,"Updated April 6, 2024"
How to configure a Cloud Run service to access an internal Cloud Run service using direct VPC egress,Learn how to configure a Cloud Run service to access an internal Cloud Run service using direct VPC egress.,https://codelabs.developers.google.com/codelabs/how-to-configure-cloud-run-service-direct-vpc-egress?hl=en,,"Updated May 4, 2024"
How to connect a Go application on Cloud Run to a Cloud SQL for PostgreSQL database,The Cloud SQL Go connector is the easiest way to securely connect your Go application to your Cloud SQL database. Cloud Run is a fully managed serverless platform that enables you to run stateless containers that are invocable via HTTP requests. This,https://codelabs.developers.google.com/codelabs/cloud-sql-go-connector?hl=en,,"Updated March 9, 2023"
How to connect a Node.js application on Cloud Run to a Cloud SQL for PostgreSQL database,The Cloud SQL Node.js connector is the easiest way to securely connect your Node.js application to your Cloud SQL database. Cloud Run is a fully managed serverless platform that enables you to run stateless containers that are invocable via HTTP,https://codelabs.developers.google.com/codelabs/cloud-sql-nodejs-connector?hl=en,,"Updated September 9, 2023"
How to connect your Android device,Learn how to connect your app,https://developer.android.com/codelabs/basic-android-kotlin-compose-connect-device?hl=en,,"Updated January 13, 2024"
How to create a Private Service Connect for AlloyDB,In this codelab you’ll learn how to create a Private Service Connect for AlloyDB,https://codelabs.developers.google.com/codelabs/psc-alloydb?hl=en,1 hour 12 minutes,"Updated February 21, 2025"
How to create a Private Service Connect for Cloud SQL,In this codelab you’ll learn how to create a Private Services Connect for Cloud SQL,https://codelabs.developers.google.com/codelabs/psc-cloud-sql?hl=en,1 hour 12 minutes,"Updated February 20, 2025"
How to create a Private Services Connect for CloudSQL,In this codelab you’ll learn how to create a Private Services Connect for CloudSQL,https://codelabs.developers.google.com/devsite/codelabs/psc-cloud-sql?hl=en,1 hour 12 minutes,"Updated November 13, 2024"
How to deploy a FastAPI chatbot app to Cloud Run using Gemini,Learn how to deploy a FastAPI chatbot app to Cloud Run using Gemini,https://codelabs.developers.google.com/codelabs/cloud-run/how-to-deploy-fastapi-chat-app-gemini?hl=en,,"Updated April 3, 2025"
How to Deploy a Gemini-powered chat app on Cloud Run,"Learn how to deploy a Gemini-powered chat on Cloud Run using express.js, htmx, and tailwindCSS.",https://codelabs.developers.google.com/codelabs/how-to-deploy-gemini-powered-chat-app-cloud-run?hl=en,,"Updated May 10, 2024"
"How to deploy a gradio frontend app that calls a backend ADK agent, both running on Cloud Run",Learn how to deploy a gradio frontend app to Cloud Run for an ADK agent,https://codelabs.developers.google.com/codelabs/cloud-run/how-to-deploy-gradio-cloud-run-adk-agent?hl=en,,"Updated September 30, 2025"
How to deploy a secure Genkit MCP server on Cloud Run,Learn how to build and deploy a secure Genkit Model Context Protocol (MCP) server on Cloud Run. Then authenticate to the remote MCP server and invoke MCP tools and prompts from Gemini CLI.,https://codelabs.developers.google.com/codelabs/cloud-run/genkit-how-to-deploy-a-secure-mcp-server-on-cloud-run?hl=en,,"Updated January 3, 2026"
How to deploy a secure MCP server on Cloud Run,Learn how to build and deploy a secure Model Context Protocol (MCP) server on Cloud Run. Then authenticate to the remote MCP server and invoke MCP tools and prompts from Gemini CLI.,https://codelabs.developers.google.com/codelabs/cloud-run/how-to-deploy-a-secure-mcp-server-on-cloud-run?hl=en,,"Updated January 3, 2026"
How to deploy all the JavaScript frameworks to Cloud Run,"Learn how to deploy JavaScript frameworks like Angular, Nuxt.js, and Next.js to Cloud Run.",https://codelabs.developers.google.com/codelabs/how-to-deploy-all-the-javascript-frameworks-to-cloud-run?hl=en,,"Updated May 3, 2024"
How to embed Looker with the Embed SDK,You’ll learn how to embed a Looker dashboard with the Looker Embed SDK,https://codelabs.developers.google.com/codelabs/looker-embed-sdk?hl=en,25 minutes,"Updated July 29, 2023"
How to establish connectivity with Google APIs in Java,Download the Java sample code. The Java sample code integrates with Google's Standard Payments APIs. The sample code project structure contains a outbound directory as well as a inbound directory to reflect the inbound echo request from Google to the,https://developers.google.com/standard-payments/codelabs/java-connectivity-codelab?hl=en,20 minutes,"Updated September 4, 2024"
How to establish connectivity with Payments APIs in Node.js,This is a self-guided codelab that will walk through how to establish connectivity with Stanadard Payments APIs. Download the Node.js sample code. Navigate to the project directory and run the following command to install the required dependencies.,https://developers.google.com/standard-payments/codelabs/nodejs-connectivity-codelab?hl=en,19 minutes,"Updated September 4, 2024"
How to fine tune a LLM using Cloud Run Jobs,Learn how to fine tune a model using Cloud Run Jobs,https://codelabs.developers.google.com/codelabs/cloud-run/how-to-fine-tune-model-cloud-run-jobs?hl=en,,"Updated October 22, 2025"
How to host a LLM in a sidecar for a Cloud Run function,Learn how to host a LLM within a sidecar for a Cloud Run function,https://codelabs.developers.google.com/codelabs/cloud-run/how-to-inference-cloud-run-function-LLM-sidecar?hl=en,,"Updated March 28, 2025"
How to Host a single-turn ADK Agent on a Cloud Run worker pool,Learn to host an ADK agent as a worker pool for single-turn use,https://codelabs.developers.google.com/codelabs/cloud-run/host-adk-agent-worker-pool-single-turn?hl=en,,"Updated October 18, 2025"
How to host Ollama as a worker pool for inference,Learn how to host ollama as a worker pool for inference,https://codelabs.developers.google.com/codelabs/cloud-run/host-ollama-worker-pool?hl=en,,"Updated November 8, 2025"
How to Interact with APIs Using Function Calling in Gemini,"In this codelab, you will use function calling in Gemini to build an app for users to ask about exchange rates, fetch the latest data from an external API, then respond to the user with the answer.",https://codelabs.developers.google.com/codelabs/gemini-function-calling?hl=en,8 minutes,"Updated July 19, 2024"
How to run batch inference on Cloud Run jobs,Learn how to run a batch interference Cloud Run job,https://codelabs.developers.google.com/codelabs/cloud-run/how-to-batch-inference-cloud-run-jobs?hl=en,,"Updated October 22, 2025"
How to run LLM inference on Cloud Run GPUs with vLLM and the OpenAI Python SDK,Learn how to run LLM inference on Cloud Run GPUs with vLLM and the OpenAI Python SDK,https://codelabs.developers.google.com/codelabs/how-to-run-inference-cloud-run-gpu-vllm?hl=en,,"Updated November 14, 2025"
How to Run TorchServe and Stable Diffusion on Cloud Run GPUs,Learn how to run stable diffusion on a Cloud Run GPU,https://codelabs.developers.google.com/codelabs/how-to-use-stable-diffusion-cloud-run-gpu?hl=en,,"Updated June 12, 2025"
How to Run Transformers.js on Cloud Run GPUs,Learn how to run stable diffusion on a Cloud Run GPU,https://codelabs.developers.google.com/codelabs/how-to-use-transformers-js-cloud-run-gpu?hl=en,,"Updated October 23, 2024"
How to Schedule a Cloud Run Job within a VPC Service Controls perimeter,Learn how to run a Cloud Run Job on a schedule inside a VPC SC perimeter using Cloud Scheduler and a Cloud Run service,https://codelabs.developers.google.com/codelabs/cloud-run/how-to-schedule-cloud-run-job-inside-vpc-sc-perimeter?hl=en,,"Updated January 18, 2025"
How to Transact Digital Assets with Multi-Party Computation and Confidential Space,"In this codelab, you’ll learn how to use Confidential Space to transact digital assets with multi-party computation.",https://codelabs.developers.google.com/codelabs/confidential-space-mpc?hl=en,,"Updated August 13, 2025"
"How to upload and serve images using Cloud Storage, Firestore and Cloud Run","Learn how to upload and serve images using Cloud Storage, Firestore and Cloud Run",https://codelabs.developers.google.com/codelabs/cloud-run/upload-serve-images-storage-firestore-fastapi?hl=en,,"Updated April 5, 2025"
How to use 1-click Identity Aware Proxy (IAP) with Cloud Run,Learn how to use 1-click IAP in Cloud Run,https://codelabs.developers.google.com/codelabs/cloud-run/how-to-use-iap-cloud-run?hl=en,,"Updated June 13, 2025"
How to use App Engine Task Queue (pull tasks) in Flask apps (Module 18),Learn how to add Task Queue pull task usage to a basic Python 2 Flask App Engine NDB app.,https://codelabs.developers.google.com/codelabs/cloud-gae-python-migrate-18-gaepull?hl=en,35 minutes,"Updated May 23, 2023"
How to use Baseline in your project,"In this codelab, learn how to use Baseline in your web projects.",https://codelabs.developers.google.com/codelabs/use-baseline-in-your-project?hl=en,,"Updated September 19, 2025"
How to use Cloud Run functions and Gemini to summarize a text file uploaded to a Cloud Storage bucket,how to get started with event-driven Cloud Run functions,https://codelabs.developers.google.com/codelabs/how-to-gemini-text-summarization-cloud-run-functions?hl=en,,"Updated August 31, 2024"
How to Use Cloud Run Jobs & Video Intelligence APIs to process videos,Learn how to create a Cloud Run job that describes the image in every scene in a video using Vertex AI and the Video Intelligence API.,https://codelabs.developers.google.com/codelabs/how-to-use-cloud-run-jobs-video-intelligence-api-process-video?hl=en,,"Updated April 8, 2024"
How to Use Cloud Run with Gemini Function Calling,How to use Cloud Run as an endpoint for Gemini Function Calling.,https://codelabs.developers.google.com/codelabs/how-to-cloud-run-gemini-function-calling?hl=en,,"Updated May 10, 2024"
How to use Gemini to explore and enhance an existing application,"This Codelab will demonstrate how to use Gemini to build a client application on top of an existing API backend. This lab is intended to illustrate using Gemini with an existing application. In this lab, you will learn how to do the following:",https://codelabs.developers.google.com/codelabs/duet-ai-workshop?hl=en,,"Updated June 7, 2024"
How to use Ollama as a sidecar with Cloud Run GPUs and Open WebUI as a frontend ingress container,Learn how to use Ollama as a sidecar with Cloud Run GPUs and Open WebUI as a frontend ingress container,https://codelabs.developers.google.com/codelabs/how-to-use-ollama-sidecar-open-webui-frontend-cloud-run-gpu?hl=en,,"Updated September 24, 2025"
HTTP Cloud Functions in Python,"In this tutorial, you’ll build HTTP Cloud Functions in Python.",https://codelabs.developers.google.com/codelabs/cloud-functions-python-http?hl=en,12 minutes,"Updated March 28, 2024"
Image Data Classification with BigQuery ML,"In this codelab, you’ll store and analyze images of Yoga Poses in BigQuery and implement image classification model with BigQuery ML to label the poses using only SQL constructs",https://codelabs.developers.google.com/codelabs/image-classification-bqml?hl=en,,"Updated February 2, 2023"
Implement A/B tests for your Unity game with Firebase Remote Config,"In this codelab, you'll learn how to create a Remote Config experiment using A/B Testing for the sample game, MechaHamster: Level Up with Firebase edition, which you modified in Instrument your game with Firebase Remote Config. A/B Testing with",https://firebase.google.com/codelabs/implement-a-b-tests-with-firebase-remote-config?hl=en,,"Updated September 27, 2025"
Implement CameraStream with WebRTC,Learn how to stream from a webcam to a Google Nest display device with the CameraStream trait and WebRTC.,https://developers.home.google.com/codelabs/smarthome-webrtc?hl=en,23 minutes,"Updated April 15, 2025"
Implement passkeys with form autofill in a web app,Learn how to implement passkeys with form autofill in a web app to create a simpler and safer sign-in.,https://developers.google.com/codelabs/passkey-form-autofill?hl=en,36 minutes,"Updated September 19, 2024"
Implementing Google Analytics for Firebase in Android Webview,"Last Updated: 2022-02-03 To load a web page in the WebView, use loadUrl(). The Webview should be created on black activity For example I will implement this on the onCreate method: Before this works, however, your app must have access to the",https://firebase.google.com/codelabs/GA4F_Webview?hl=en,24 minutes,"Updated September 27, 2025"
Improve app performance with Baseline Profiles,This codelab shows how to improve app startup timing and frame timing with Baseline Profiles.,https://developer.android.com/codelabs/android-baseline-profiles-improve?hl=en,48 minutes,"Updated September 22, 2023"
Improve Engagement on Watch Next for Movie/TV Episodes on Android TV,"In this codelab, you’ll learn best practices for building Watch Next for TV movies/episodes.",https://developer.android.com/codelabs/watchnext-for-movie-tv-episodes?hl=en,1 hour 27 minutes,"Updated September 22, 2023"
Incorporate Lifecycle-Aware Components,"In this codelab, you'll learn about lifecycle-aware architecture components and how to incorporate LiveData and ViewModels into your app.",https://developer.android.com/codelabs/android-lifecycles?hl=en,,"Updated September 20, 2023"
Increase intent coverage and handle errors gracefully with generative fallback,"In this beginner-friendly codelab, you’ll become familiar with the generative fallback feature that uses Google’s latest generative large language models (LLMs) to generate virtual agent responses.",https://codelabs.developers.google.com/codelabs/dialogflow-generative-fallback?hl=en,47 minutes,"Updated March 5, 2024"
Informed decision making using Dialogflow CX generators and data stores,"In this beginner-friendly codelab, you’ll become familiar with the generator feature. Generators use Google’s latest generative large language models (LLMs) to generate agent responses and in the context of this codelab you’ll use a generator that pulls information from a data store to make informed decisions.",https://codelabs.developers.google.com/codelabs/dialogflow-generator?hl=en,31 minutes,"Updated March 5, 2024"
Inspect app performance with Macrobenchmark,"In this codelab, you’ll learn how to measure app startup timing and frame timing with Jetpack Macrobenchmark.",https://developer.android.com/codelabs/android-macrobenchmark-inspect?hl=en,48 minutes,"Updated June 13, 2025"
Install Android 11 GSI for App Testing,"In this codelab, you will install Android 11 Generic System Image (GSI) to Android 9 (Pie) devices. After that, you can develop and validate your application with the new OS!",https://developer.android.com/codelabs/using-android-q-gsi?hl=en,,"Updated January 4, 2024"
Instrument trace information using OpenTelemetry,OpenTelemetry is the industry standard for system observability on trace and metrics. This session shares the knowledge on how to instrument application metrics using OpenTelemetry and how to utilize them on Cloud Monitoring and other monitoring tools.,https://codelabs.developers.google.com/codelabs/otel-cloudtrace?hl=en,,"Updated March 25, 2024"
Instrument your Unity game with Firebase Remote Config,"You can use Firebase Remote Config to define key-value pairs, also known as parameters, in your app and update their values in the cloud, allowing you to modify the appearance and behavior of your app without distributing an app update. You will add",https://firebase.google.com/codelabs/instrument-your-game-with-firebase-remote-config?hl=en,1 hour 7 minutes,"Updated January 9, 2026"
Integrate Firebase with a Next.js app,"In this codelab, you'll learn how to integrate Firebase with a Next.js web app called Friendly Eats, which is a website for restaurant reviews. The completed web app offers useful features that demonstrate how Firebase can help you build Next.js",https://firebase.google.com/codelabs/firebase-nextjs?hl=en,1 hour 2 minutes,"Updated November 21, 2025"
Integrate Test Lab into your CI/CD system,"Last Updated: 2022-04-07 Running mobile tests can be difficult: many apps run on different platforms, devices, and API versions. App developers want to test on as many configurations as possible to catch issues before their users do. But, cost and",https://firebase.google.com/codelabs/ci-with-testlab?hl=en,30 minutes,"Updated September 27, 2025"
Integrate your SaaS solution with the Google Cloud Marketplace API using Producer Portal (Python),"In this codelab, you will use Producer Portal to integrate a basic SaaS solution with the Google Cloud Marketplace Procurement API.",https://developers.google.com/codelabs/gcp-marketplace-saas?hl=en,,"Updated September 19, 2024"
Integrating Adaptability features into your Native Game,"In this codelab, you’ll start with a simple 3D physics simulation game and integrate Adaptability features to it. You will integrate:",https://developer.android.com/codelabs/adaptability-codelab?hl=en,1 hour,"Updated February 6, 2024"
Integrating Android Performance Tuner into your native Android game,"In this codelab, you’ll add Android Performance Tuner to a native Android game, allowing you to get performance measures reported in the Google Play Console when people play your game.",https://developer.android.com/codelabs/android-performance-tuner-native?hl=en,1 hour 35 minutes,"Updated September 22, 2023"
Integrating Android Performance Tuner into your Unity game,"In this codelab, you’ll add Android Performance Tuner to a Unity game, allowing you to get performance measures reported in the Google Play Console when people play your game.",https://developer.android.com/codelabs/android-performance-tuner-unity?hl=en,1 hour 12 minutes,"Updated November 15, 2023"
Integrating Dialogflow with Google Chat,In this codelab you will augment an Appointment Scheduler Chat app backed by Dialogflow and Google Calendar to run on Google Chat. You will build and deploy custom Google Chat messages.,https://codelabs.developers.google.com/codelabs/chatbots-dialogflow-google-chat?hl=en,2 minutes,"Updated August 6, 2024"
Integrating machine learning APIs,"In this codelab, we’ll explore the Vision, Speech-to-Text, Translation and Natural Language APIs. At the end, we’ll use these APIs to analyse audio recordings and map them to relevant images.",https://developers.google.com/codelabs/cloud-ml-apis?hl=en,25 minutes,"Updated September 19, 2024"
Intro to state in Compose,"Learn about state, and how it can be used and manipulated by Jetpack Compose.",https://developer.android.com/codelabs/basic-android-kotlin-compose-using-state?hl=en,,"Updated April 27, 2024"
Introduction to Compose for TV,Learn the basics of Compose for TV and create two screens that are commonly available in TV apps.,https://developer.android.com/codelabs/compose-for-tv-introduction?hl=en,1 hour 21 minutes,"Updated October 15, 2024"
Introduction to Coroutines in Android Studio,Learn to use Kotlin coroutines inside an Android app and how to test coroutines.,https://developer.android.com/codelabs/basic-android-kotlin-compose-coroutines-android-studio?hl=en,,"Updated May 22, 2024"
Introduction to Coroutines in Kotlin Playground,"Within Kotlin Playground, learn to use Kotlin coroutines to write asynchronous code.",https://developer.android.com/codelabs/basic-android-kotlin-compose-coroutines-kotlin-playground?hl=en,,"Updated January 17, 2024"
Introduction to Flame with Flutter,"In this codelab you will learn how to use Flame, a game engine built on top of Flutter. You will be introduced to Flame’s Components and effects, along with how to integrate Flame with Flutter’s state management.",https://codelabs.developers.google.com/codelabs/flutter-flame-brick-breaker?hl=en,55 minutes,"Updated September 3, 2025"
Introduction to Gemini 2.5 Pro on Google Cloud,"Gemini 2.5 Pro is Google's strongest model for coding and world knowledge. With the 2.5 series, the Gemini models are now hybrid reasoning models! Gemini 2.5 Pro can apply an extended amount of thinking across tasks, and use tools in order to",https://codelabs.developers.google.com/codelabs/intro-gemini-25-pro-colab?hl=en,1 hour 12 minutes,"Updated May 23, 2025"
Introduction to serverless orchestration with Workflows,"In this codelab, you will learn how to orchestrate and automate Google Cloud and HTTP-based API services with Workflows.",https://codelabs.developers.google.com/codelabs/cloud-workflows-intro?hl=en,39 minutes,"Updated March 19, 2025"
Introduction to testing with Gemini Code Assist,Use Gemini Code Assist to help you write tests for your code,https://codelabs.developers.google.com/codelabs/testing-with-gemini-code-assist?hl=en,,"Updated June 4, 2024"
IP addressing options IPv4 and IPv6,"In this codelab, you’ll create two VPCs and use different types of IP addresses to access your simple apache website.",https://codelabs.developers.google.com/codelabs/ipv4-ipv6-addressing?hl=en,1 hour 35 minutes,"Updated May 30, 2024"
Jetpack Compose basics,"In this codelab, you’ll learn the basics of Compose.",https://developer.android.com/codelabs/jetpack-compose-basics?hl=en,1 hour 5 minutes,"Updated January 23, 2026"
Jetpack Compose Navigation,"In this codelab, you’ll learn all about the basics of Navigation in Compose.",https://developer.android.com/codelabs/jetpack-compose-navigation?hl=en,1 hour 39 minutes,"Updated December 10, 2024"
Keyboard focus management in Compose,Learn how to manage keyboard focus in Compose,https://developer.android.com/codelabs/large-screens/keyboard-focus-management-in-compose?hl=en,1 hour 59 minutes,"Updated June 24, 2025"
Lab 3: Prototype to Production - Deploy Your ADK Agent to Cloud Run with GPU,Learn how to connect your deployed ADK agent to a deployed Gemma model for scalable AI applications.,https://codelabs.developers.google.com/codelabs/cloud-run/how-to-connect-adk-to-deployed-cloud-run-llm?hl=en,,"Updated January 3, 2026"
Lab: NCC Site to Site with flexiWAN SD-WAN Appliance,The goal of this lab is to explore NCC with software defined WAN appliance spoke attached to an NCC Hub.,https://codelabs.developers.google.com/codelabs/ncc-3pnva-site-to-site?hl=en,1 hour 17 minutes,"Updated February 15, 2023"
Lab: NCC VPC as a Spoke,The goal of this lab is to explore NCC with VPC as a spoke,https://codelabs.developers.google.com/codelabs/ncc-vpc-as-spoke?hl=en,7 minutes,"Updated March 28, 2025"
Learn Android XR Fundamentals: Part 1 - Modes and Spatial Panels,"In this codelab, you’ll learn about the unique user experiences that are made possible by the XR form factor. Then, you’ll learn the fundamentals of how apps can be adapted to make the most of running on an Android XR headset by using the composables provided by the Jetpack Compose XR library.",https://developer.android.com/codelabs/xr-fundamentals-part-1?hl=en,33 minutes,"Updated October 22, 2025"
